100	2	1.34023
100	4	0.414942
100	8	0.276021
100	16	0.332515
100	32	0.145043
100	64	0.318161
100	128	1.12289
100	256	2.82029
100	512	6.15018
100	1024	12.7126
100	2048	25.9924
1000	2	0.872186
1000	4	0.323836
1000	8	0.113209
1000	16	0.0639069
1000	32	0.0639069
1000	64	0.0893548
1000	128	0.0329926
1000	256	0.048834
1000	512	0.269427
1000	1024	0.874722
1000	2048	2.12633
10000	2	0.497749
10000	4	0.109433
10000	8	0.251126
10000	16	0.02883
10000	32	0.14719
10000	64	0.0997355
10000	128	0.0999846
10000	256	0.0182546
10000	512	0.0102476
10000	1024	0.0293832
10000	2048	0.0224388
100000	2	0.152745
100000	4	0.287547
100000	8	0.0987534
100000	16	0.115234
100000	32	0.134193
100000	64	0.211247
100000	128	0.0928195
100000	256	0.0193534
100000	512	0.0116618
100000	1024	0.0474855
100000	2048	0.0156957
1000000	2	0.0414407
1000000	4	0.355608
1000000	8	0.120997
1000000	16	0.298134
1000000	32	0.0820805
1000000	64	0.0517663
1000000	128	0.0682058
1000000	256	0.0594374
1000000	512	0.0017083
1000000	1024	0.0111241
1000000	2048	0.006091
10000000	2	0.533695
10000000	4	0.233153
10000000	8	0.296798
10000000	16	0.0476845
10000000	32	0.0162543
10000000	64	0.049816
10000000	128	0.0555164
10000000	256	0.0294629
10000000	512	0.0604901
10000000	1024	0.00871548
10000000	2048	0.00282561
100000000	2	0.735178
100000000	4	0.132411
100000000	8	0.0538877
100000000	16	0.204418
100000000	32	0.0119997
100000000	64	0.0317428
100000000	128	0.169194
100000000	256	0.00394166
100000000	512	0.0226424
100000000	1024	0.000111962
100000000	2048	0.0216657
1000000000	2	0.305929
1000000000	4	0.0184353
1000000000	8	0.174606
1000000000	16	0.0704039
1000000000	32	0.192844
1000000000	64	0.267307
1000000000	128	0.0950137
1000000000	256	0.0876328
1000000000	512	0.0263761
1000000000	1024	0.0174184
1000000000	2048	0.00441705
