1000	2	0.0872489
1000	4	0.680496
1000	8	0.0278732
1000	16	0.262535
1000	32	0.191029
1000	64	0.224091
1000	128	0.0394462
1000	256	0.164855
1000	512	0.0933694
1000	1024	0.48393
1000	2048	1.25106
